"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2015-07-09 17:20:32 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Dem. Rep. of the Congo",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Congo,Asylum-seekers,10
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Comoros,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Cuba,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Czech Rep.",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Algeria,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Egypt,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Eritrea,Asylum-seekers,48
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Ethiopia,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",France,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Ghana,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Guinea,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Gambia,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Croatia,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",India,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Iran (Islamic Rep. of)",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Iraq,Asylum-seekers,5
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Kenya,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Liberia,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Libya,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Sri Lanka",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Morocco,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Mali,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Myanmar,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Montenegro,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Mauritania,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Niger,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Nigeria,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Netherlands,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Pakistan,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Palestinian,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Rwanda,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Saudi Arabia",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Sudan,Asylum-seekers,8
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Senegal,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Sierra Leone",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Somalia,Asylum-seekers,32
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",Asylum-seekers,238
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Chad,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Togo,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Tunisia,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","United Rep. of Tanzania",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Uganda,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Ukraine,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Uzbekistan,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Yemen,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","South Africa",Asylum-seekers,*
2014,"South Sudan",Burundi,Asylum-seekers,*
2014,"South Sudan","Central African Rep.",Asylum-seekers,*
2014,"South Sudan","Côte d'Ivoire",Asylum-seekers,*
2014,"South Sudan","Dem. Rep. of the Congo",Asylum-seekers,5
2014,"South Sudan",Congo,Asylum-seekers,*
2014,"South Sudan",Egypt,Asylum-seekers,*
2014,"South Sudan",Eritrea,Asylum-seekers,17
2014,"South Sudan",Ethiopia,Asylum-seekers,71
2014,"South Sudan",Kenya,Asylum-seekers,*
2014,"South Sudan",Rwanda,Asylum-seekers,*
2014,"South Sudan",Sudan,Asylum-seekers,12
2014,"South Sudan",Somalia,Asylum-seekers,18
2014,"South Sudan","South Sudan",Asylum-seekers,
2014,"South Sudan","Syrian Arab Rep.",Asylum-seekers,*
2014,"South Sudan",Uganda,Asylum-seekers,*
2014,Suriname,Bangladesh,Asylum-seekers,*
2014,Suriname,Nigeria,Asylum-seekers,*
2014,Slovakia,Afghanistan,Asylum-seekers,*
2014,Slovakia,Albania,Asylum-seekers,*
2014,Slovakia,Armenia,Asylum-seekers,*
2014,Slovakia,Benin,Asylum-seekers,*
2014,Slovakia,Bangladesh,Asylum-seekers,*
2014,Slovakia,Belarus,Asylum-seekers,*
2014,Slovakia,China,Asylum-seekers,
2014,Slovakia,"Côte d'Ivoire",Asylum-seekers,*
2014,Slovakia,Cameroon,Asylum-seekers,*
2014,Slovakia,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Slovakia,Congo,Asylum-seekers,*
2014,Slovakia,Cuba,Asylum-seekers,*
2014,Slovakia,"Czech Rep.",Asylum-seekers,*
2014,Slovakia,Algeria,Asylum-seekers,*
2014,Slovakia,Egypt,Asylum-seekers,*
2014,Slovakia,Eritrea,Asylum-seekers,*
2014,Slovakia,Georgia,Asylum-seekers,*
2014,Slovakia,Gambia,Asylum-seekers,*
2014,Slovakia,Croatia,Asylum-seekers,*
2014,Slovakia,India,Asylum-seekers,*
2014,Slovakia,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Slovakia,Iraq,Asylum-seekers,*
2014,Slovakia,Jordan,Asylum-seekers,
2014,Slovakia,Kazakhstan,Asylum-seekers,*
2014,Slovakia,Kenya,Asylum-seekers,*
2014,Slovakia,Libya,Asylum-seekers,*
2014,Slovakia,Morocco,Asylum-seekers,*
2014,Slovakia,"Rep. of Moldova",Asylum-seekers,*
2014,Slovakia,Mali,Asylum-seekers,
2014,Slovakia,Mongolia,Asylum-seekers,*
2014,Slovakia,Nigeria,Asylum-seekers,*
2014,Slovakia,Pakistan,Asylum-seekers,*
2014,Slovakia,Palestinian,Asylum-seekers,*
2014,Slovakia,"Russian Federation",Asylum-seekers,*
2014,Slovakia,Sudan,Asylum-seekers,*
2014,Slovakia,Senegal,Asylum-seekers,
2014,Slovakia,Somalia,Asylum-seekers,*
2014,Slovakia,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,Slovakia,Slovakia,Asylum-seekers,
2014,Slovakia,"Syrian Arab Rep.",Asylum-seekers,*
2014,Slovakia,Togo,Asylum-seekers,*
2014,Slovakia,Tajikistan,Asylum-seekers,*
2014,Slovakia,Tunisia,Asylum-seekers,*
2014,Slovakia,Turkey,Asylum-seekers,*
2014,Slovakia,Uganda,Asylum-seekers,*
2014,Slovakia,Ukraine,Asylum-seekers,*
2014,Slovakia,"Viet Nam",Asylum-seekers,*
2014,Slovakia,Stateless,Asylum-seekers,
2014,Slovakia,Various/Unknown,Asylum-seekers,220
2014,Slovakia,Various/Unknown,Asylum-seekers,
2014,Slovakia,Yemen,Asylum-seekers,
2014,Slovenia,Afghanistan,Asylum-seekers,11
2014,Slovenia,Albania,Asylum-seekers,*
2014,Slovenia,Bangladesh,Asylum-seekers,*
2014,Slovenia,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Slovenia,Brazil,Asylum-seekers,*
2014,Slovenia,China,Asylum-seekers,*
2014,Slovenia,Cameroon,Asylum-seekers,
2014,Slovenia,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Slovenia,Congo,Asylum-seekers,*
2014,Slovenia,Colombia,Asylum-seekers,*
2014,Slovenia,Cuba,Asylum-seekers,*
2014,Slovenia,Algeria,Asylum-seekers,*
2014,Slovenia,Egypt,Asylum-seekers,*
2014,Slovenia,Eritrea,Asylum-seekers,
2014,Slovenia,Ghana,Asylum-seekers,*
2014,Slovenia,India,Asylum-seekers,
2014,Slovenia,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Slovenia,Iraq,Asylum-seekers,6
2014,Slovenia,Kazakhstan,Asylum-seekers,*
2014,Slovenia,"Sri Lanka",Asylum-seekers,*
2014,Slovenia,Morocco,Asylum-seekers,*
2014,Slovenia,"The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,Slovenia,Myanmar,Asylum-seekers,*
2014,Slovenia,Mongolia,Asylum-seekers,*
2014,Slovenia,Nigeria,Asylum-seekers,*
2014,Slovenia,Pakistan,Asylum-seekers,*
2014,Slovenia,Palestinian,Asylum-seekers,*
2014,Slovenia,"Russian Federation",Asylum-seekers,*
2014,Slovenia,Sudan,Asylum-seekers,*
2014,Slovenia,"Sierra Leone",Asylum-seekers,
2014,Slovenia,Somalia,Asylum-seekers,*
2014,Slovenia,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,13
2014,Slovenia,Slovenia,Asylum-seekers,
2014,Slovenia,"Syrian Arab Rep.",Asylum-seekers,8
2014,Slovenia,Tunisia,Asylum-seekers,*
2014,Slovenia,Turkey,Asylum-seekers,*
2014,Slovenia,Ukraine,Asylum-seekers,8
2014,Slovenia,Uzbekistan,Asylum-seekers,
2014,Slovenia,Various/Unknown,Asylum-seekers,*
2014,Slovenia,Yemen,Asylum-seekers,*
2014,Slovenia,Zimbabwe,Asylum-seekers,*
2014,Sweden,Afghanistan,Asylum-seekers,2263
2014,Sweden,Angola,Asylum-seekers,12
2014,Sweden,Albania,Asylum-seekers,1256
2014,Sweden,"United Arab Emirates",Asylum-seekers,5
2014,Sweden,Argentina,Asylum-seekers,*
2014,Sweden,Armenia,Asylum-seekers,322
2014,Sweden,Australia,Asylum-seekers,*
2014,Sweden,Azerbaijan,Asylum-seekers,408
2014,Sweden,Burundi,Asylum-seekers,17
2014,Sweden,Belgium,Asylum-seekers,
2014,Sweden,Benin,Asylum-seekers,*
2014,Sweden,"Burkina Faso",Asylum-seekers,*
2014,Sweden,Bangladesh,Asylum-seekers,199
2014,Sweden,Bulgaria,Asylum-seekers,5
2014,Sweden,Bahrain,Asylum-seekers,*
2014,Sweden,"Bosnia and Herzegovina",Asylum-seekers,266
2014,Sweden,Belarus,Asylum-seekers,185
2014,Sweden,"Bolivia (Plurinational State of)",Asylum-seekers,39
2014,Sweden,Brazil,Asylum-seekers,7
2014,Sweden,Bhutan,Asylum-seekers,*
2014,Sweden,"Central African Rep.",Asylum-seekers,*
2014,Sweden,Canada,Asylum-seekers,6
2014,Sweden,Chile,Asylum-seekers,18
2014,Sweden,China,Asylum-seekers,65
2014,Sweden,"Côte d'Ivoire",Asylum-seekers,17
2014,Sweden,Cameroon,Asylum-seekers,53
2014,Sweden,"Dem. Rep. of the Congo",Asylum-seekers,70
2014,Sweden,Congo,Asylum-seekers,19
2014,Sweden,Colombia,Asylum-seekers,26
2014,Sweden,Comoros,Asylum-seekers,*
2014,Sweden,"Cabo Verde",Asylum-seekers,*
2014,Sweden,"Costa Rica",Asylum-seekers,*
2014,Sweden,Cuba,Asylum-seekers,58
2014,Sweden,"Czech Rep.",Asylum-seekers,
2014,Sweden,Germany,Asylum-seekers,*
2014,Sweden,Djibouti,Asylum-seekers,24
2014,Sweden,Denmark,Asylum-seekers,*
2014,Sweden,"Dominican Rep.",Asylum-seekers,*
2014,Sweden,Algeria,Asylum-seekers,236
2014,Sweden,Ecuador,Asylum-seekers,6
2014,Sweden,Egypt,Asylum-seekers,468
2014,Sweden,Eritrea,Asylum-seekers,7091
2014,Sweden,Spain,Asylum-seekers,5
2014,Sweden,Estonia,Asylum-seekers,*
2014,Sweden,Ethiopia,Asylum-seekers,517
2014,Sweden,France,Asylum-seekers,*
2014,Sweden,"United Kingdom",Asylum-seekers,*
2014,Sweden,Georgia,Asylum-seekers,566
2014,Sweden,Ghana,Asylum-seekers,46
2014,Sweden,Guinea,Asylum-seekers,48
2014,Sweden,Gambia,Asylum-seekers,113
2014,Sweden,Guinea-Bissau,Asylum-seekers,6
2014,Sweden,"Equatorial Guinea",Asylum-seekers,*
2014,Sweden,Greece,Asylum-seekers,6
2014,Sweden,Guatemala,Asylum-seekers,5
2014,Sweden,Guyana,Asylum-seekers,*
2014,Sweden,Honduras,Asylum-seekers,6
2014,Sweden,Croatia,Asylum-seekers,9
2014,Sweden,Haiti,Asylum-seekers,*
2014,Sweden,Hungary,Asylum-seekers,*
2014,Sweden,Indonesia,Asylum-seekers,*
2014,Sweden,India,Asylum-seekers,36
2014,Sweden,"Iran (Islamic Rep. of)",Asylum-seekers,919
2014,Sweden,Iraq,Asylum-seekers,2665
2014,Sweden,Israel,Asylum-seekers,17
2014,Sweden,Italy,Asylum-seekers,*
2014,Sweden,Jamaica,Asylum-seekers,*
2014,Sweden,Jordan,Asylum-seekers,189
2014,Sweden,Japan,Asylum-seekers,*
2014,Sweden,Kazakhstan,Asylum-seekers,196
2014,Sweden,Kenya,Asylum-seekers,35
2014,Sweden,Kyrgyzstan,Asylum-seekers,122
2014,Sweden,Cambodia,Asylum-seekers,*
2014,Sweden,"Rep. of Korea",Asylum-seekers,*
2014,Sweden,Kuwait,Asylum-seekers,10
2014,Sweden,Lebanon,Asylum-seekers,472
2014,Sweden,Liberia,Asylum-seekers,6
2014,Sweden,Libya,Asylum-seekers,347
2014,Sweden,"Sri Lanka",Asylum-seekers,30
2014,Sweden,Lithuania,Asylum-seekers,7
2014,Sweden,Latvia,Asylum-seekers,*
2014,Sweden,Morocco,Asylum-seekers,441
2014,Sweden,"Rep. of Moldova",Asylum-seekers,32
2014,Sweden,Madagascar,Asylum-seekers,*
2014,Sweden,Maldives,Asylum-seekers,*
2014,Sweden,Mexico,Asylum-seekers,11
2014,Sweden,"The former Yugoslav Republic of Macedonia",Asylum-seekers,248
2014,Sweden,Mali,Asylum-seekers,23
2014,Sweden,Myanmar,Asylum-seekers,7
2014,Sweden,Montenegro,Asylum-seekers,80
2014,Sweden,Mongolia,Asylum-seekers,564
2014,Sweden,Mozambique,Asylum-seekers,*
2014,Sweden,Mauritania,Asylum-seekers,6
2014,Sweden,Malawi,Asylum-seekers,*
2014,Sweden,Malaysia,Asylum-seekers,*
2014,Sweden,Niger,Asylum-seekers,*
2014,Sweden,Nigeria,Asylum-seekers,376
2014,Sweden,Nicaragua,Asylum-seekers,15
2014,Sweden,Netherlands,Asylum-seekers,*
2014,Sweden,Norway,Asylum-seekers,*
2014,Sweden,Nepal,Asylum-seekers,12
2014,Sweden,"New Zealand",Asylum-seekers,*
2014,Sweden,Pakistan,Asylum-seekers,296
2014,Sweden,Peru,Asylum-seekers,8
2014,Sweden,Philippines,Asylum-seekers,15
2014,Sweden,Poland,Asylum-seekers,*
2014,Sweden,"Dem. People's Rep. of Korea",Asylum-seekers,*
2014,Sweden,Palestinian,Asylum-seekers,31
2014,Sweden,Romania,Asylum-seekers,6
2014,Sweden,"Russian Federation",Asylum-seekers,818
2014,Sweden,Rwanda,Asylum-seekers,18
2014,Sweden,"Saudi Arabia",Asylum-seekers,16
2014,Sweden,Sudan,Asylum-seekers,406
2014,Sweden,Senegal,Asylum-seekers,51
2014,Sweden,Singapore,Asylum-seekers,*
2014,Sweden,"Sierra Leone",Asylum-seekers,25
2014,Sweden,"El Salvador",Asylum-seekers,110
2014,Sweden,Somalia,Asylum-seekers,3907
2014,Sweden,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,2008
2014,Sweden,"South Sudan",Asylum-seekers,*
2014,Sweden,Slovakia,Asylum-seekers,*
2014,Sweden,Slovenia,Asylum-seekers,*
2014,Sweden,Sweden,Asylum-seekers,
2014,Sweden,Swaziland,Asylum-seekers,*
2014,Sweden,"Syrian Arab Rep.",Asylum-seekers,19011
2014,Sweden,Chad,Asylum-seekers,14
2014,Sweden,Togo,Asylum-seekers,8
2014,Sweden,Thailand,Asylum-seekers,12
2014,Sweden,Tajikistan,Asylum-seekers,32
2014,Sweden,Turkmenistan,Asylum-seekers,6
2014,Sweden,Tunisia,Asylum-seekers,157
2014,Sweden,Turkey,Asylum-seekers,195
2014,Sweden,"United Rep. of Tanzania",Asylum-seekers,32
2014,Sweden,Uganda,Asylum-seekers,165
2014,Sweden,Ukraine,Asylum-seekers,1094
2014,Sweden,Uruguay,Asylum-seekers,*
2014,Sweden,"United States of America",Asylum-seekers,9
2014,Sweden,Uzbekistan,Asylum-seekers,317
2014,Sweden,"Venezuela (Bolivarian Republic of)",Asylum-seekers,42
2014,Sweden,"Viet Nam",Asylum-seekers,41
2014,Sweden,Stateless,Asylum-seekers,5794
2014,Sweden,Various/Unknown,Asylum-seekers,507
2014,Sweden,Yemen,Asylum-seekers,232
2014,Sweden,"South Africa",Asylum-seekers,*
2014,Sweden,Zambia,Asylum-seekers,*
2014,Sweden,Zimbabwe,Asylum-seekers,*
2014,Swaziland,Angola,Asylum-seekers,
2014,Swaziland,Burundi,Asylum-seekers,37
2014,Swaziland,"Central African Rep.",Asylum-seekers,*
2014,Swaziland,"Côte d'Ivoire",Asylum-seekers,*
2014,Swaziland,Cameroon,Asylum-seekers,
2014,Swaziland,"Dem. Rep. of the Congo",Asylum-seekers,125
2014,Swaziland,Congo,Asylum-seekers,12
2014,Swaziland,Eritrea,Asylum-seekers,*
2014,Swaziland,Ethiopia,Asylum-seekers,*
2014,Swaziland,Ethiopia,Asylum-seekers,
2014,Swaziland,Guinea,Asylum-seekers,*
2014,Swaziland,Kenya,Asylum-seekers,*
2014,Swaziland,Liberia,Asylum-seekers,
2014,Swaziland,"Sri Lanka",Asylum-seekers,
2014,Swaziland,Nigeria,Asylum-seekers,
2014,Swaziland,Rwanda,Asylum-seekers,63
2014,Swaziland,Sudan,Asylum-seekers,*
2014,Swaziland,Somalia,Asylum-seekers,29
2014,Swaziland,Swaziland,Asylum-seekers,
2014,Swaziland,"United Rep. of Tanzania",Asylum-seekers,
2014,Swaziland,Uganda,Asylum-seekers,*
2014,Swaziland,"South Africa",Asylum-seekers,
2014,Swaziland,Zimbabwe,Asylum-seekers,
2014,"Sint Maarten (Dutch part)",Cuba,Asylum-seekers,5
2014,"Sint Maarten (Dutch part)","Iran (Islamic Rep. of)",Asylum-seekers,
2014,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,251
2014,"Syrian Arab Rep.",Albania,Asylum-seekers,*
2014,"Syrian Arab Rep.",Argentina,Asylum-seekers,5
2014,"Syrian Arab Rep.",Azerbaijan,Asylum-seekers,*
2014,"Syrian Arab Rep.",Burundi,Asylum-seekers,
2014,"Syrian Arab Rep.","Burkina Faso",Asylum-seekers,5
2014,"Syrian Arab Rep.",Bahrain,Asylum-seekers,
2014,"Syrian Arab Rep.",China,Asylum-seekers,6
2014,"Syrian Arab Rep.","Côte d'Ivoire",Asylum-seekers,*
2014,"Syrian Arab Rep.","Dem. Rep. of the Congo",Asylum-seekers,*
2014,"Syrian Arab Rep.",Congo,Asylum-seekers,
2014,"Syrian Arab Rep.",Comoros,Asylum-seekers,5
2014,"Syrian Arab Rep.",Algeria,Asylum-seekers,20
2014,"Syrian Arab Rep.",Egypt,Asylum-seekers,106
2014,"Syrian Arab Rep.",Eritrea,Asylum-seekers,9
2014,"Syrian Arab Rep.",Ethiopia,Asylum-seekers,28
2014,"Syrian Arab Rep.",Guinea,Asylum-seekers,16
2014,"Syrian Arab Rep.",Indonesia,Asylum-seekers,*
2014,"Syrian Arab Rep.",India,Asylum-seekers,*
2014,"Syrian Arab Rep.","Iran (Islamic Rep. of)",Asylum-seekers,211
2014,"Syrian Arab Rep.",Iraq,Asylum-seekers,1214
2014,"Syrian Arab Rep.",Jordan,Asylum-seekers,67
2014,"Syrian Arab Rep.",Kenya,Asylum-seekers,*
2014,"Syrian Arab Rep.",Kuwait,Asylum-seekers,
2014,"Syrian Arab Rep.",Lebanon,Asylum-seekers,114
2014,"Syrian Arab Rep.",Libya,Asylum-seekers,*
2014,"Syrian Arab Rep.","Sri Lanka",Asylum-seekers,8
2014,"Syrian Arab Rep.",Morocco,Asylum-seekers,*
2014,"Syrian Arab Rep.",Mali,Asylum-seekers,*
2014,"Syrian Arab Rep.",Mauritania,Asylum-seekers,*
2014,"Syrian Arab Rep.",Namibia,Asylum-seekers,*
2014,"Syrian Arab Rep.",Nigeria,Asylum-seekers,*
2014,"Syrian Arab Rep.",Pakistan,Asylum-seekers,103
2014,"Syrian Arab Rep.",Philippines,Asylum-seekers,25
2014,"Syrian Arab Rep.",Palestinian,Asylum-seekers,*
2014,"Syrian Arab Rep.","Russian Federation",Asylum-seekers,
2014,"Syrian Arab Rep.","Saudi Arabia",Asylum-seekers,*
2014,"Syrian Arab Rep.",Sudan,Asylum-seekers,348
2014,"Syrian Arab Rep.","Sierra Leone",Asylum-seekers,26
2014,"Syrian Arab Rep.",Somalia,Asylum-seekers,8
2014,"Syrian Arab Rep.","South Sudan",Asylum-seekers,15
2014,"Syrian Arab Rep.","Syrian Arab Rep.",Asylum-seekers,
2014,"Syrian Arab Rep.",Chad,Asylum-seekers,17
2014,"Syrian Arab Rep.",Tajikistan,Asylum-seekers,7
2014,"Syrian Arab Rep.",Tunisia,Asylum-seekers,26
2014,"Syrian Arab Rep.",Turkey,Asylum-seekers,*
2014,"Syrian Arab Rep.","United Rep. of Tanzania",Asylum-seekers,7
2014,"Syrian Arab Rep.",Ukraine,Asylum-seekers,*
2014,"Syrian Arab Rep.",Stateless,Asylum-seekers,*
2014,"Syrian Arab Rep.",Yemen,Asylum-seekers,57
2014,"Turks and Caicos Islands",Colombia,Asylum-seekers,
2014,"Turks and Caicos Islands",Cuba,Asylum-seekers,*
2014,"Turks and Caicos Islands",Nigeria,Asylum-seekers,*
2014,"Turks and Caicos Islands","Sierra Leone",Asylum-seekers,*
2014,Chad,Afghanistan,Asylum-seekers,
2014,Chad,Angola,Asylum-seekers,*
2014,Chad,"Central African Rep.",Asylum-seekers,1527
2014,Chad,"Central African Rep.",Asylum-seekers,
2014,Chad,"Côte d'Ivoire",Asylum-seekers,14
2014,Chad,Cameroon,Asylum-seekers,10
2014,Chad,"Dem. Rep. of the Congo",Asylum-seekers,122
2014,Chad,Congo,Asylum-seekers,*
2014,Chad,Egypt,Asylum-seekers,
2014,Chad,Eritrea,Asylum-seekers,7
2014,Chad,"Western Sahara",Asylum-seekers,*
2014,Chad,Ethiopia,Asylum-seekers,9
2014,Chad,Ghana,Asylum-seekers,*
2014,Chad,Guinea,Asylum-seekers,*
2014,Chad,"Iran (Islamic Rep. of)",Asylum-seekers,
2014,Chad,Liberia,Asylum-seekers,
2014,Chad,Libya,Asylum-seekers,13
2014,Chad,Morocco,Asylum-seekers,*
2014,Chad,Mali,Asylum-seekers,*
2014,Chad,Mauritania,Asylum-seekers,*
2014,Chad,Niger,Asylum-seekers,
2014,Chad,Nigeria,Asylum-seekers,15
2014,Chad,Rwanda,Asylum-seekers,*
2014,Chad,Sudan,Asylum-seekers,36
2014,Chad,Senegal,Asylum-seekers,6
2014,Chad,Somalia,Asylum-seekers,24
2014,Chad,"South Sudan",Asylum-seekers,*
2014,Chad,"Syrian Arab Rep.",Asylum-seekers,*
2014,Chad,Chad,Asylum-seekers,
2014,Chad,Togo,Asylum-seekers,
2014,Chad,Yemen,Asylum-seekers,
2014,Togo,Burundi,Asylum-seekers,
2014,Togo,"Burkina Faso",Asylum-seekers,*
2014,Togo,"Central African Rep.",Asylum-seekers,168
2014,Togo,"Côte d'Ivoire",Asylum-seekers,298
2014,Togo,"Dem. Rep. of the Congo",Asylum-seekers,76
2014,Togo,Congo,Asylum-seekers,10
2014,Togo,Ghana,Asylum-seekers,
2014,Togo,Iraq,Asylum-seekers,
2014,Togo,Lebanon,Asylum-seekers,*
2014,Togo,Liberia,Asylum-seekers,*
2014,Togo,Libya,Asylum-seekers,
2014,Togo,"Sri Lanka",Asylum-seekers,
2014,Togo,Mali,Asylum-seekers,130
2014,Togo,Nigeria,Asylum-seekers,12
2014,Togo,Rwanda,Asylum-seekers,*
2014,Togo,Sudan,Asylum-seekers,*
2014,Togo,Senegal,Asylum-seekers,*
2014,Togo,"Sierra Leone",Asylum-seekers,*
2014,Togo,Somalia,Asylum-seekers,
2014,Togo,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,Togo,"Syrian Arab Rep.",Asylum-seekers,6
2014,Togo,Chad,Asylum-seekers,*
2014,Thailand,Afghanistan,Asylum-seekers,44
2014,Thailand,Angola,Asylum-seekers,*
2014,Thailand,"United Arab Emirates",Asylum-seekers,*
2014,Thailand,Bangladesh,Asylum-seekers,*
2014,Thailand,Bahrain,Asylum-seekers,5
2014,Thailand,China,Asylum-seekers,136
2014,Thailand,"Côte d'Ivoire",Asylum-seekers,*
2014,Thailand,Cameroon,Asylum-seekers,15
2014,Thailand,"Dem. Rep. of the Congo",Asylum-seekers,16
2014,Thailand,Egypt,Asylum-seekers,16
2014,Thailand,Eritrea,Asylum-seekers,6
2014,Thailand,Ethiopia,Asylum-seekers,19
2014,Thailand,Guinea,Asylum-seekers,*
2014,Thailand,Indonesia,Asylum-seekers,*
2014,Thailand,India,Asylum-seekers,21
2014,Thailand,"Iran (Islamic Rep. of)",Asylum-seekers,133
2014,Thailand,Iraq,Asylum-seekers,154
2014,Thailand,Jordan,Asylum-seekers,5
2014,Thailand,Kazakhstan,Asylum-seekers,*
2014,Thailand,Kenya,Asylum-seekers,*
2014,Thailand,Kyrgyzstan,Asylum-seekers,*
2014,Thailand,Cambodia,Asylum-seekers,84
2014,Thailand,Kuwait,Asylum-seekers,
2014,Thailand,"Lao People's Dem. Rep.",Asylum-seekers,*
2014,Thailand,Lebanon,Asylum-seekers,*
2014,Thailand,Liberia,Asylum-seekers,78
2014,Thailand,Libya,Asylum-seekers,*
2014,Thailand,"Sri Lanka",Asylum-seekers,203
2014,Thailand,Latvia,Asylum-seekers,*
2014,Thailand,Morocco,Asylum-seekers,*
2014,Thailand,Mali,Asylum-seekers,*
2014,Thailand,Myanmar,Asylum-seekers,746
2014,Thailand,Myanmar,Asylum-seekers,
2014,Thailand,Malaysia,Asylum-seekers,*
2014,Thailand,Nigeria,Asylum-seekers,6
2014,Thailand,Nepal,Asylum-seekers,8
2014,Thailand,Pakistan,Asylum-seekers,4817
2014,Thailand,Philippines,Asylum-seekers,5
2014,Thailand,Palestinian,Asylum-seekers,340
2014,Thailand,"Russian Federation",Asylum-seekers,*
2014,Thailand,Rwanda,Asylum-seekers,*
2014,Thailand,"Saudi Arabia",Asylum-seekers,
2014,Thailand,Sudan,Asylum-seekers,24
2014,Thailand,Senegal,Asylum-seekers,*
