Country / territory of asylum/residence,Origin,Population type,Value
Slovakia,Armenia,Asylum-seekers,*
Slovakia,Armenia,Refugees (incl. refugee-like situations),10
Slovakia,Benin,Asylum-seekers,*
Slovakia,Benin,Refugees (incl. refugee-like situations),
Slovakia,Bangladesh,Asylum-seekers,*
Slovakia,Bangladesh,Refugees (incl. refugee-like situations),*
Slovakia,Belarus,Asylum-seekers,*
Slovakia,Belarus,Refugees (incl. refugee-like situations),*
Slovakia,China,Asylum-seekers,
Slovakia,China,Refugees (incl. refugee-like situations),5
Slovakia,Côte d'Ivoire,Asylum-seekers,*
Slovakia,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
Slovakia,Cameroon,Asylum-seekers,*
Slovakia,Cameroon,Refugees (incl. refugee-like situations),6
Slovakia,Dem. Rep. of the Congo,Asylum-seekers,*
Slovakia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),9
Slovakia,Congo,Asylum-seekers,*
Slovakia,Congo,Refugees (incl. refugee-like situations),*
Slovakia,Cuba,Asylum-seekers,*
Slovakia,Cuba,Refugees (incl. refugee-like situations),32
Slovakia,Czech Rep.,Asylum-seekers,*
Slovakia,Czech Rep.,Refugees (incl. refugee-like situations),
Slovakia,Algeria,Asylum-seekers,*
Slovakia,Algeria,Refugees (incl. refugee-like situations),*
Slovakia,Egypt,Asylum-seekers,*
Slovakia,Egypt,Refugees (incl. refugee-like situations),*
Slovakia,Eritrea,Asylum-seekers,*
Slovakia,Eritrea,Refugees (incl. refugee-like situations),22
Slovakia,Georgia,Asylum-seekers,*
Slovakia,Georgia,Refugees (incl. refugee-like situations),
Slovakia,Gambia,Asylum-seekers,*
Slovakia,Gambia,Refugees (incl. refugee-like situations),
Slovakia,Croatia,Asylum-seekers,*
Slovakia,Croatia,Refugees (incl. refugee-like situations),
Slovakia,India,Asylum-seekers,*
Slovakia,India,Refugees (incl. refugee-like situations),
Slovakia,Iran (Islamic Rep. of),Asylum-seekers,*
Slovakia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),36
Slovakia,Iraq,Asylum-seekers,*
Slovakia,Iraq,Refugees (incl. refugee-like situations),101
Slovakia,Jordan,Asylum-seekers,
Slovakia,Jordan,Refugees (incl. refugee-like situations),*
Slovakia,Kazakhstan,Asylum-seekers,*
Slovakia,Kazakhstan,Refugees (incl. refugee-like situations),
Slovakia,Kenya,Asylum-seekers,*
Slovakia,Kenya,Refugees (incl. refugee-like situations),
Slovakia,Libya,Asylum-seekers,*
Slovakia,Libya,Refugees (incl. refugee-like situations),6
Slovakia,Morocco,Asylum-seekers,*
Slovakia,Morocco,Refugees (incl. refugee-like situations),
Slovakia,Rep. of Moldova,Asylum-seekers,*
Slovakia,Rep. of Moldova,Refugees (incl. refugee-like situations),
Slovakia,Mali,Asylum-seekers,
Slovakia,Mali,Refugees (incl. refugee-like situations),*
Slovakia,Mongolia,Asylum-seekers,*
Slovakia,Mongolia,Refugees (incl. refugee-like situations),
Slovakia,Nigeria,Asylum-seekers,*
Slovakia,Nigeria,Refugees (incl. refugee-like situations),*
Slovakia,Pakistan,Asylum-seekers,*
Slovakia,Pakistan,Refugees (incl. refugee-like situations),*
Slovakia,Palestinian,Asylum-seekers,*
Slovakia,Palestinian,Refugees (incl. refugee-like situations),9
Slovakia,Russian Federation,Asylum-seekers,*
Slovakia,Russian Federation,Refugees (incl. refugee-like situations),*
Slovakia,Sudan,Asylum-seekers,*
Slovakia,Sudan,Refugees (incl. refugee-like situations),*
Slovakia,Senegal,Asylum-seekers,
Slovakia,Senegal,Refugees (incl. refugee-like situations),*
Slovakia,Somalia,Asylum-seekers,*
Slovakia,Somalia,Refugees (incl. refugee-like situations),185
Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),8
Slovakia,Slovakia,Asylum-seekers,
Slovakia,Slovakia,Refugees (incl. refugee-like situations),
Slovakia,Syrian Arab Rep.,Asylum-seekers,*
Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40
Slovakia,Togo,Asylum-seekers,*
Slovakia,Togo,Refugees (incl. refugee-like situations),
Slovakia,Tajikistan,Asylum-seekers,*
Slovakia,Tajikistan,Refugees (incl. refugee-like situations),
Slovakia,Tunisia,Asylum-seekers,*
Slovakia,Tunisia,Refugees (incl. refugee-like situations),
Slovakia,Turkey,Asylum-seekers,*
Slovakia,Turkey,Refugees (incl. refugee-like situations),*
Slovakia,Uganda,Asylum-seekers,*
Slovakia,Uganda,Refugees (incl. refugee-like situations),
Slovakia,Ukraine,Asylum-seekers,*
Slovakia,Ukraine,Refugees (incl. refugee-like situations),17
Slovakia,Viet Nam,Asylum-seekers,*
Slovakia,Viet Nam,Refugees (incl. refugee-like situations),*
Slovakia,Stateless,Asylum-seekers,
Slovakia,Stateless,Refugees (incl. refugee-like situations),7
Slovakia,Various/Unknown,Asylum-seekers,220
Slovakia,Various/Unknown,Asylum-seekers,
Slovakia,Various/Unknown,Refugees (incl. refugee-like situations),*
Slovakia,Various/Unknown,Refugees (incl. refugee-like situations),
Slovakia,Yemen,Asylum-seekers,
Slovakia,Yemen,Refugees (incl. refugee-like situations),*
Slovenia,Afghanistan,Asylum-seekers,11
Slovenia,Afghanistan,Refugees (incl. refugee-like situations),23
Slovenia,Albania,Asylum-seekers,*
Slovenia,Albania,Refugees (incl. refugee-like situations),*
Slovenia,Bangladesh,Asylum-seekers,*
Slovenia,Bangladesh,Refugees (incl. refugee-like situations),
Slovenia,Bosnia and Herzegovina,Asylum-seekers,*
Slovenia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),11
Slovenia,Brazil,Asylum-seekers,*
Slovenia,Brazil,Refugees (incl. refugee-like situations),
Slovenia,China,Asylum-seekers,*
Slovenia,China,Refugees (incl. refugee-like situations),
Slovenia,Cameroon,Asylum-seekers,
Slovenia,Cameroon,Refugees (incl. refugee-like situations),*
Slovenia,Dem. Rep. of the Congo,Asylum-seekers,*
Slovenia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),6
Slovenia,Congo,Asylum-seekers,*
Slovenia,Congo,Refugees (incl. refugee-like situations),
Slovenia,Colombia,Asylum-seekers,*
Slovenia,Colombia,Refugees (incl. refugee-like situations),
Slovenia,Cuba,Asylum-seekers,*
Slovenia,Cuba,Refugees (incl. refugee-like situations),
Slovenia,Algeria,Asylum-seekers,*
Slovenia,Algeria,Refugees (incl. refugee-like situations),
Slovenia,Egypt,Asylum-seekers,*
Slovenia,Egypt,Refugees (incl. refugee-like situations),
Slovenia,Eritrea,Asylum-seekers,
Slovenia,Eritrea,Refugees (incl. refugee-like situations),5
Slovenia,Ghana,Asylum-seekers,*
Slovenia,Ghana,Refugees (incl. refugee-like situations),
Slovenia,India,Asylum-seekers,
Slovenia,India,Refugees (incl. refugee-like situations),*
Slovenia,Iran (Islamic Rep. of),Asylum-seekers,*
Slovenia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),25
Slovenia,Iraq,Asylum-seekers,6
Slovenia,Iraq,Refugees (incl. refugee-like situations),*
Slovenia,Kazakhstan,Asylum-seekers,*
Slovenia,Kazakhstan,Refugees (incl. refugee-like situations),17
Slovenia,Sri Lanka,Asylum-seekers,*
Slovenia,Sri Lanka,Refugees (incl. refugee-like situations),*
Slovenia,Morocco,Asylum-seekers,*
Slovenia,Morocco,Refugees (incl. refugee-like situations),*
Slovenia,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Slovenia,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),
Slovenia,Myanmar,Asylum-seekers,*
Slovenia,Myanmar,Refugees (incl. refugee-like situations),
Slovenia,Mongolia,Asylum-seekers,*
Slovenia,Mongolia,Refugees (incl. refugee-like situations),
Slovenia,Nigeria,Asylum-seekers,*
Slovenia,Nigeria,Refugees (incl. refugee-like situations),*
Slovenia,Pakistan,Asylum-seekers,*
Slovenia,Pakistan,Refugees (incl. refugee-like situations),*
Slovenia,Palestinian,Asylum-seekers,*
Slovenia,Palestinian,Refugees (incl. refugee-like situations),*
Slovenia,Russian Federation,Asylum-seekers,*
Slovenia,Russian Federation,Refugees (incl. refugee-like situations),12
Slovenia,Sudan,Asylum-seekers,*
Slovenia,Sudan,Refugees (incl. refugee-like situations),6
Slovenia,Sierra Leone,Asylum-seekers,
Slovenia,Sierra Leone,Refugees (incl. refugee-like situations),*
Slovenia,Somalia,Asylum-seekers,*
Slovenia,Somalia,Refugees (incl. refugee-like situations),41
Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,13
Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),65
Slovenia,Slovenia,Asylum-seekers,
Slovenia,Slovenia,Refugees (incl. refugee-like situations),
Slovenia,Syrian Arab Rep.,Asylum-seekers,8
Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
Slovenia,Tunisia,Asylum-seekers,*
Slovenia,Tunisia,Refugees (incl. refugee-like situations),
Slovenia,Turkey,Asylum-seekers,*
Slovenia,Turkey,Refugees (incl. refugee-like situations),*
Slovenia,Ukraine,Asylum-seekers,8
Slovenia,Ukraine,Refugees (incl. refugee-like situations),*
Slovenia,Uzbekistan,Asylum-seekers,
Slovenia,Uzbekistan,Refugees (incl. refugee-like situations),*
Slovenia,Various/Unknown,Asylum-seekers,*
Slovenia,Various/Unknown,Refugees (incl. refugee-like situations),
Slovenia,Yemen,Asylum-seekers,*
Slovenia,Yemen,Refugees (incl. refugee-like situations),*
Slovenia,Zimbabwe,Asylum-seekers,*
Slovenia,Zimbabwe,Refugees (incl. refugee-like situations),*
Sweden,Afghanistan,Asylum-seekers,2263
Sweden,Afghanistan,Refugees (incl. refugee-like situations),12090
Sweden,Angola,Asylum-seekers,12
Sweden,Angola,Refugees (incl. refugee-like situations),70
Sweden,Albania,Asylum-seekers,1256
Sweden,Albania,Refugees (incl. refugee-like situations),289
Sweden,United Arab Emirates,Asylum-seekers,5
Sweden,United Arab Emirates,Refugees (incl. refugee-like situations),*
Sweden,Argentina,Asylum-seekers,*
Sweden,Argentina,Refugees (incl. refugee-like situations),*
Sweden,Armenia,Asylum-seekers,322
Sweden,Armenia,Refugees (incl. refugee-like situations),573
Sweden,Australia,Asylum-seekers,*
Sweden,Australia,Refugees (incl. refugee-like situations),*
Sweden,Azerbaijan,Asylum-seekers,408
Sweden,Azerbaijan,Refugees (incl. refugee-like situations),856
Sweden,Burundi,Asylum-seekers,17
Sweden,Burundi,Refugees (incl. refugee-like situations),830
Sweden,Belgium,Asylum-seekers,
Sweden,Belgium,Refugees (incl. refugee-like situations),13
Sweden,Benin,Asylum-seekers,*
Sweden,Benin,Refugees (incl. refugee-like situations),5
Sweden,Burkina Faso,Asylum-seekers,*
Sweden,Burkina Faso,Refugees (incl. refugee-like situations),*
Sweden,Bangladesh,Asylum-seekers,199
Sweden,Bangladesh,Refugees (incl. refugee-like situations),250
Sweden,Bulgaria,Asylum-seekers,5
Sweden,Bulgaria,Refugees (incl. refugee-like situations),23
Sweden,Bahrain,Asylum-seekers,*
Sweden,Bahrain,Refugees (incl. refugee-like situations),14
Sweden,Bosnia and Herzegovina,Asylum-seekers,266
Sweden,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),360
Sweden,Belarus,Asylum-seekers,185
Sweden,Belarus,Refugees (incl. refugee-like situations),177
Sweden,Bolivia (Plurinational State of),Asylum-seekers,39
Sweden,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),70
Sweden,Brazil,Asylum-seekers,7
Sweden,Brazil,Refugees (incl. refugee-like situations),7
Sweden,Bhutan,Asylum-seekers,*
Sweden,Bhutan,Refugees (incl. refugee-like situations),9
Sweden,Central African Rep.,Asylum-seekers,*
Sweden,Central African Rep.,Refugees (incl. refugee-like situations),*
Sweden,Canada,Asylum-seekers,6
Sweden,Canada,Refugees (incl. refugee-like situations),
Sweden,Chile,Asylum-seekers,18
Sweden,Chile,Refugees (incl. refugee-like situations),31
Sweden,China,Asylum-seekers,65
Sweden,China,Refugees (incl. refugee-like situations),272
Sweden,Côte d'Ivoire,Asylum-seekers,17
Sweden,Côte d'Ivoire,Refugees (incl. refugee-like situations),80
Sweden,Cameroon,Asylum-seekers,53
Sweden,Cameroon,Refugees (incl. refugee-like situations),137
Sweden,Dem. Rep. of the Congo,Asylum-seekers,70
Sweden,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),328
Sweden,Congo,Asylum-seekers,19
Sweden,Congo,Refugees (incl. refugee-like situations),65
Sweden,Colombia,Asylum-seekers,26
Sweden,Colombia,Refugees (incl. refugee-like situations),41
Sweden,Comoros,Asylum-seekers,*
Sweden,Comoros,Refugees (incl. refugee-like situations),*
Sweden,Cabo Verde,Asylum-seekers,*
Sweden,Cabo Verde,Refugees (incl. refugee-like situations),
Sweden,Costa Rica,Asylum-seekers,*
Sweden,Costa Rica,Refugees (incl. refugee-like situations),
Sweden,Cuba,Asylum-seekers,58
Sweden,Cuba,Refugees (incl. refugee-like situations),84
Sweden,Czech Rep.,Asylum-seekers,
Sweden,Czech Rep.,Refugees (incl. refugee-like situations),*
Sweden,Germany,Asylum-seekers,*
Sweden,Germany,Refugees (incl. refugee-like situations),6
Sweden,Djibouti,Asylum-seekers,24
Sweden,Djibouti,Refugees (incl. refugee-like situations),8
Sweden,Denmark,Asylum-seekers,*
Sweden,Denmark,Refugees (incl. refugee-like situations),*
Sweden,Dominican Rep.,Asylum-seekers,*
Sweden,Dominican Rep.,Refugees (incl. refugee-like situations),*
Sweden,Algeria,Asylum-seekers,236
Sweden,Algeria,Refugees (incl. refugee-like situations),74
Sweden,Ecuador,Asylum-seekers,6
Sweden,Ecuador,Refugees (incl. refugee-like situations),18
Sweden,Egypt,Asylum-seekers,468
Sweden,Egypt,Refugees (incl. refugee-like situations),228
Sweden,Eritrea,Asylum-seekers,7091
Sweden,Eritrea,Refugees (incl. refugee-like situations),14107
Sweden,Spain,Asylum-seekers,5
Sweden,Spain,Refugees (incl. refugee-like situations),
Sweden,Estonia,Asylum-seekers,*
Sweden,Estonia,Refugees (incl. refugee-like situations),*
Sweden,Ethiopia,Asylum-seekers,517
Sweden,Ethiopia,Refugees (incl. refugee-like situations),749
Sweden,France,Asylum-seekers,*
Sweden,France,Refugees (incl. refugee-like situations),*
Sweden,United Kingdom,Asylum-seekers,*
Sweden,United Kingdom,Refugees (incl. refugee-like situations),6
Sweden,Georgia,Asylum-seekers,566
Sweden,Georgia,Refugees (incl. refugee-like situations),161
Sweden,Ghana,Asylum-seekers,46
Sweden,Ghana,Refugees (incl. refugee-like situations),41
Sweden,Guinea,Asylum-seekers,48
Sweden,Guinea,Refugees (incl. refugee-like situations),71
Sweden,Gambia,Asylum-seekers,113
Sweden,Gambia,Refugees (incl. refugee-like situations),99
Sweden,Guinea-Bissau,Asylum-seekers,6
Sweden,Guinea-Bissau,Refugees (incl. refugee-like situations),7
Sweden,Equatorial Guinea,Asylum-seekers,*
Sweden,Equatorial Guinea,Refugees (incl. refugee-like situations),*
Sweden,Greece,Asylum-seekers,6
Sweden,Greece,Refugees (incl. refugee-like situations),9
Sweden,Guatemala,Asylum-seekers,5
Sweden,Guatemala,Refugees (incl. refugee-like situations),9
Sweden,Guyana,Asylum-seekers,*
Sweden,Guyana,Refugees (incl. refugee-like situations),
Sweden,Honduras,Asylum-seekers,6
Sweden,Honduras,Refugees (incl. refugee-like situations),10
Sweden,Croatia,Asylum-seekers,9
Sweden,Croatia,Refugees (incl. refugee-like situations),22
Sweden,Haiti,Asylum-seekers,*
Sweden,Haiti,Refugees (incl. refugee-like situations),*
Sweden,Hungary,Asylum-seekers,*
Sweden,Hungary,Refugees (incl. refugee-like situations),*
Sweden,Indonesia,Asylum-seekers,*
Sweden,Indonesia,Refugees (incl. refugee-like situations),6
Sweden,India,Asylum-seekers,36
Sweden,India,Refugees (incl. refugee-like situations),51
Sweden,Iran (Islamic Rep. of),Asylum-seekers,919
Sweden,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),4152
Sweden,Iraq,Asylum-seekers,2665
Sweden,Iraq,Refugees (incl. refugee-like situations),24184
Sweden,Israel,Asylum-seekers,17
Sweden,Israel,Refugees (incl. refugee-like situations),36
Sweden,Italy,Asylum-seekers,*
Sweden,Italy,Refugees (incl. refugee-like situations),*
Sweden,Jamaica,Asylum-seekers,*
Sweden,Jamaica,Refugees (incl. refugee-like situations),*
Sweden,Jordan,Asylum-seekers,189
Sweden,Jordan,Refugees (incl. refugee-like situations),381
Sweden,Japan,Asylum-seekers,*
Sweden,Japan,Refugees (incl. refugee-like situations),
Sweden,Kazakhstan,Asylum-seekers,196
Sweden,Kazakhstan,Refugees (incl. refugee-like situations),308
Sweden,Kenya,Asylum-seekers,35
Sweden,Kenya,Refugees (incl. refugee-like situations),85
Sweden,Kyrgyzstan,Asylum-seekers,122
Sweden,Kyrgyzstan,Refugees (incl. refugee-like situations),227
Sweden,Cambodia,Asylum-seekers,*
Sweden,Cambodia,Refugees (incl. refugee-like situations),5
Sweden,Rep. of Korea,Asylum-seekers,*
Sweden,Rep. of Korea,Refugees (incl. refugee-like situations),10
Sweden,Kuwait,Asylum-seekers,10
Sweden,Kuwait,Refugees (incl. refugee-like situations),22
Sweden,Lebanon,Asylum-seekers,472
Sweden,Lebanon,Refugees (incl. refugee-like situations),511
Sweden,Liberia,Asylum-seekers,6
Sweden,Liberia,Refugees (incl. refugee-like situations),27
Sweden,Libya,Asylum-seekers,347
Sweden,Libya,Refugees (incl. refugee-like situations),408
Sweden,Sri Lanka,Asylum-seekers,30
Sweden,Sri Lanka,Refugees (incl. refugee-like situations),49
Sweden,Lithuania,Asylum-seekers,7
Sweden,Lithuania,Refugees (incl. refugee-like situations),7
Sweden,Latvia,Asylum-seekers,*
Sweden,Latvia,Refugees (incl. refugee-like situations),8
Sweden,Morocco,Asylum-seekers,441
Sweden,Morocco,Refugees (incl. refugee-like situations),148
Sweden,Rep. of Moldova,Asylum-seekers,32
Sweden,Rep. of Moldova,Refugees (incl. refugee-like situations),5
Sweden,Madagascar,Asylum-seekers,*
Sweden,Madagascar,Refugees (incl. refugee-like situations),
Sweden,Maldives,Asylum-seekers,*
Sweden,Maldives,Refugees (incl. refugee-like situations),*
Sweden,Mexico,Asylum-seekers,11
Sweden,Mexico,Refugees (incl. refugee-like situations),
Sweden,The former Yugoslav Republic of Macedonia,Asylum-seekers,248
Sweden,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),95
Sweden,Mali,Asylum-seekers,23
Sweden,Mali,Refugees (incl. refugee-like situations),23
Sweden,Myanmar,Asylum-seekers,7
Sweden,Myanmar,Refugees (incl. refugee-like situations),32
Sweden,Montenegro,Asylum-seekers,80
Sweden,Montenegro,Refugees (incl. refugee-like situations),62
Sweden,Mongolia,Asylum-seekers,564
Sweden,Mongolia,Refugees (incl. refugee-like situations),240
Sweden,Mozambique,Asylum-seekers,*
Sweden,Mozambique,Refugees (incl. refugee-like situations),
Sweden,Mauritania,Asylum-seekers,6
Sweden,Mauritania,Refugees (incl. refugee-like situations),13
Sweden,Malawi,Asylum-seekers,*
Sweden,Malawi,Refugees (incl. refugee-like situations),*
Sweden,Malaysia,Asylum-seekers,*
Sweden,Malaysia,Refugees (incl. refugee-like situations),*
Sweden,Niger,Asylum-seekers,*
Sweden,Niger,Refugees (incl. refugee-like situations),*
Sweden,Nigeria,Asylum-seekers,376
Sweden,Nigeria,Refugees (incl. refugee-like situations),365
Sweden,Nicaragua,Asylum-seekers,15
Sweden,Nicaragua,Refugees (incl. refugee-like situations),6
Sweden,Netherlands,Asylum-seekers,*
Sweden,Netherlands,Refugees (incl. refugee-like situations),*
Sweden,Norway,Asylum-seekers,*
Sweden,Norway,Refugees (incl. refugee-like situations),*
Sweden,Nepal,Asylum-seekers,12
Sweden,Nepal,Refugees (incl. refugee-like situations),21
Sweden,New Zealand,Asylum-seekers,*
Sweden,New Zealand,Refugees (incl. refugee-like situations),*
Sweden,Pakistan,Asylum-seekers,296
Sweden,Pakistan,Refugees (incl. refugee-like situations),305
Sweden,Peru,Asylum-seekers,8
Sweden,Peru,Refugees (incl. refugee-like situations),27
Sweden,Philippines,Asylum-seekers,15
Sweden,Philippines,Refugees (incl. refugee-like situations),30
Sweden,Poland,Asylum-seekers,*
Sweden,Poland,Refugees (incl. refugee-like situations),*
Sweden,Dem. People's Rep. of Korea,Asylum-seekers,*
Sweden,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),9
Sweden,Palestinian,Asylum-seekers,31
Sweden,Palestinian,Refugees (incl. refugee-like situations),7
Sweden,Romania,Asylum-seekers,6
Sweden,Romania,Refugees (incl. refugee-like situations),70
Sweden,Russian Federation,Asylum-seekers,818
Sweden,Russian Federation,Refugees (incl. refugee-like situations),2014
Sweden,Rwanda,Asylum-seekers,18
Sweden,Rwanda,Refugees (incl. refugee-like situations),40
